"osm_id","amenity","house_number","road","suburb","city_district","district","state","postcode","country","iso3166"
"6215023983","Chemist Wharehouse","","Halpine Drive","Mango Hill","Mango Hill","Greater Brisbane","Queensland","4509","Australia","AU-QLD"
"4719685689","","","Rickard Road","Bankstown","","","New South Wales","2200","Australia","AU-NSW"
"5215649644","Denture Clinic","","Cheltenham Road Service Lane","Keysborough","","","Victoria","3173","Australia","AU-VIC"
"2486708520","Herald Avenue Family Practice","7","Herald Avenue","Willetton","","","Western Australia","6155","Australia","AU-WA"
"1120978630","Carlyle Gardens Chemist","","Edinburgh Drive","","","","Queensland","","Australia","AU-QLD"
"3269959260","Loxton Pharmacies","6","East Terrace","","","","South Australia","5333","Australia","AU-SA"
"5779200081","Friendly Pharmacy","","MacMahon Street","Hurstville","","","New South Wales","2220","Australia","AU-NSW"
"5321114736","Chemist Warehouse","","Asquith Street","Ridgehaven","","","South Australia","5097","Australia","AU-SA"
"5418403569","Happy Valley Discount Pharmacy","","Alabama Road","Happy Valley","","","South Australia","5159","Australia","AU-SA"
"3430898530","Bulla Health Centre","","Juluma Road","","Baines","","","","Australia","AU-NT"
"1294232889","","","Kiora Road","Miranda","","","New South Wales","2228","Australia","AU-NSW"
"5531609324","A taste of Spice","","Old Port Road","Albert Park","","","South Australia","5014","Australia","AU-SA"
"4315343182","Crossroads Pharmacy","","Loudon Road","","Port Augusta West","","South Australia","5700","Australia","AU-SA"
"2106542727","Holder Pharmacy","","Holder Place","Holder","","","","2611","Australia","AU-ACT"
"1742554823","Hurstbridge & Districts Medical Centre","","Main Road","Hurstbridge","","","Victoria","3099","Australia","AU-VIC"
"7077182878","","187-189","Old South Head Road","Bondi Junction","","","New South Wales","2022","Australia","AU-NSW"
"4983941354","Dr. Tobias Pincock","","New South Head Road","Double Bay","","","New South Wales","2028","Australia","AU-NSW"
"7016592185","Lower Blue Mountains Dental Surgery","","Commerce Lane","","","","New South Wales","2773","Australia","AU-NSW"
"644616250","Colchester Medical Centre","310","Colchester Road","Bayswater North","","","Victoria","3137","Australia","AU-VIC"
"1749163170","David Kenny Dentist","","Haly Street","","","","Queensland","4610","Australia","AU-QLD"
"3429078893","Graceville Medical Practice","","Oxley Road","Graceville","Graceville","Greater Brisbane","Queensland","4075","Australia","AU-QLD"
"2700941149","","","Vallis Street","Frenchville","Frenchville","","Queensland","4701","Australia","AU-QLD"
"2702166276","Temple Hills Medical Centre","2","Devlaw Drive","Doncaster East","","","Victoria","3109","Australia","AU-VIC"
"6854403167","PharmaSave Collaroy Beach","","Pittwater Road","Collaroy","","","New South Wales","2097","Australia","AU-NSW"
"5217624058","Iron Supplements","121","Foster Street","Dandenong","","","Victoria","3177","Australia","AU-VIC"
"5738744125","Mediwell Medical and Wellness Centre","314","Old Cleveland Road","Coorparoo","Coorparoo","Greater Brisbane","Queensland","4151","Australia","AU-QLD"
"604178951","","17","Hampshire Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"5123921808","Comprehensive Family HealthCare Oakleigh East","","North Road","Oakleigh East","","","Victoria","3800","Australia","AU-VIC"
"6031124525","Yamba Physiotherapy & Sports Injuries Clinic","6","River Street","","","","New South Wales","2464","Australia","AU-NSW"
"3408474685","","7","Elgin Boulevard","","Wodonga","","Victoria","3690","Australia","AU-VIC"
"3490022692","","","William Street","","Beaudesert","","Queensland","4285","Australia","AU-QLD"
"2394615629","Medical Centre","139","Warrigal Road","Hughesdale","","","Victoria","3166","Australia","AU-VIC"
"4225187055","Longueville Private Hospital","","Kenneth Street","Longueville","","","New South Wales","2066","Australia","AU-NSW"
"3915708306","Skin Revision","","Gympie Road","Chermside","Chermside","Greater Brisbane","Queensland","4032","Australia","AU-QLD"
"5152897329","","","Springhill Drive","Cranbourne","","","Victoria","3977","Australia","AU-VIC"
"6611279847","","180","Beardy Street","North Hill","","","New South Wales","2350","Australia","AU-NSW"
"5151352323","","","Doncaster Road","Balwyn North","","","Victoria","3105","Australia","AU-VIC"
"6217558286","Windsor Gardens Medical Clinic","","Longview Road","Windsor Gardens","","","South Australia","5087","Australia","AU-SA"
"3780687345","","","Mount Barker Road - Main Street","","","","South Australia","5245","Australia","AU-SA"
"4784455315","Better Health","","Jetty Road","Glenelg","","","South Australia","5045","Australia","AU-SA"
"5359966706","Village Dental","","Burton Street","Kirribilli","","","New South Wales","2061","Australia","AU-NSW"
"2613244996","Guzman Y Gomez","","Kingsway","Cronulla","","","New South Wales","2230","Australia","AU-NSW"
"829831682","Auburn Hospital","","Hargrave Road","Auburn","","","New South Wales","2144","Australia","AU-NSW"
"5614859522","Petrie Medical Centre","","Dayboro Road","Petrie","Petrie","Greater Brisbane","Queensland","4502","Australia","AU-QLD"
"2388377495","Karumba Pharmacy","","Yappar Street","","","","Queensland","4891","Australia","AU-QLD"
"6787318988","","","Miller Street","","","","New South Wales","2827","Australia","AU-NSW"
"6675991435","","22","Tripovich Street","Brunswick","","","Victoria","3056","Australia","AU-VIC"
"2381880667","","922","Riversdale Road","Surrey Hills","","","Victoria","3127","Australia","AU-VIC"
"5982692313","","40","Great Ocean Road","","","","Victoria","3231","Australia","AU-VIC"
"5795024459","Family Doctors","","Birkin Road","Bellbowrie","Bellbowrie","Greater Brisbane","Queensland","4070","Australia","AU-QLD"
"691538685","Wizard Pharmacy","","Brittain Road","Carey Park","Carey Park","","Western Australia","6230","Australia","AU-WA"
"6866215460","Family Focus Dental","","Dunmore Street","Wentworthville","","","New South Wales","2145","Australia","AU-NSW"
"4041045883","Lim's Pharmacy","10A/8","Balmoral Avenue","Springvale","","","Victoria","3171","Australia","AU-VIC"
"4719778089","Terry White Chemmart","","Queen Street / Bruce Highway","","","","Queensland","4807","Australia","AU-QLD"
"3710072815","Bourbong Medical Centre","","Bourbong Street","Bundaberg West","","","Queensland","","Australia","AU-QLD"
"6215183185","Hearing Sense","","The Parade","Norwood","","","South Australia","5067","Australia","AU-SA"
"6200280513","","1015","Burwood Highway","Ferntree Gully","","","Victoria","3156","Australia","AU-VIC"
"2121142226","","","Rostrata Avenue","Willetton","","","Western Australia","6155","Australia","AU-WA"
"1271651204","The Towers Drug Co Pharmacy","","Oxley Street","","","","New South Wales","2840","Australia","AU-NSW"
"450518458","Newbery Chemist","","Owen Terrace","","","","South Australia","5556","Australia","AU-SA"
"3805010578","UniHealth Playford GP SuperClinic","250-252","Curtis Road","Munno Para","","","South Australia","5115","Australia","AU-SA"
"1246421095","","507-553","Lutwyche Road","Lutwyche","Lutwyche","Greater Brisbane","Queensland","4030","Australia","AU-QLD"
"6720273647","Smiles @ Aldgate","","Mount Barker Road","","","","South Australia","5154","Australia","AU-SA"
"4547796919","","178","Waldron Road","Chester Hill","","","New South Wales","2162","Australia","AU-NSW"
"2565828736","Walgett Hospital","","Pitt Street","","","","New South Wales","2832","Australia","AU-NSW"
"1154021446","","49","North Road","Brighton","Brighton","","Queensland","4017","Australia","AU-QLD"
"1815454062","","","Corinna Street","Phillip","","","","2606","Australia","AU-ACT"
"1467981865","North Plympton Community Pharmacy","","Marion Road","Marleston","","","South Australia","5033","Australia","AU-SA"
"6466524036","Martin Peter LDR","","Dolphin Avenue","","Tin Can Bay","","Queensland","","Australia","AU-QLD"
"1419645734","","","Hull Street","Arana Hills","Arana Hills","Greater Brisbane","Queensland","4054","Australia","AU-QLD"
"6338801891","Samford Valley Medical Centre","26","Station Street","","Samford Village","Greater Brisbane","Queensland","4520","Australia","AU-QLD"
"4230118825","Kent Road Pharmacy","108","Kent Road","Pascoe Vale","","","Victoria","3044","Australia","AU-VIC"
"4312168520","","86","Quambone Street","Worongary","Worongary","","Queensland","4213","Australia","AU-QLD"
"938161819","South Barwon Medical Centre","","Settlement Road","Belmont","","","Victoria","3216","Australia","AU-VIC"
"461084487","Harrington Waters Medical Clinic","","Electra Parade","","","","New South Wales","2427","Australia","AU-NSW"
"5477623977","","","Main Street","","Narangba","Greater Brisbane","Queensland","4504","Australia","AU-QLD"
"7045326719","MedSafe Pharmacy","104","Miller Street","Preston","","","Victoria","3072","Australia","AU-VIC"
"1849704562","Pitt Town Pharmacy","","Bathurst Street","Pitt Town","","","New South Wales","2756","Australia","AU-NSW"
"1055740552","Oggs Pharmacy","","Toorak Road","South Yarra","","","Victoria","3141","Australia","AU-VIC"
"1475596567","Australia Post","","Prince Street","","","","New South Wales","2321","Australia","AU-NSW"
"5872679551","","54","Mernda Village Drive","Mernda","","","Victoria","3754","Australia","AU-VIC"
"3546543030","The Capricorn","","Egerton Street","","Emerald","","Queensland","4720","Australia","AU-QLD"
"454838797","","","Walanna Drive","Karawara","","","Western Australia","6152","Australia","AU-WA"
"6296907646","","","Coolum Park Shopping Centre","","Coolum Beach","","Queensland","4573","Australia","AU-QLD"
"4098620581","Fresh Dental Care","","Princess Street","","","","New South Wales","2447","Australia","AU-NSW"
"6859352649","Maitland Street Medical Centre","","Maitland Street","","","","New South Wales","2390","Australia","AU-NSW"
"5631797265","Randwick Doctors Medical Centre","62","Belmore Road","Randwick","","","New South Wales","2031","Australia","AU-NSW"
"5573002811","Dr. Lynette Yen Dentistry","7","Russell Avenue","Lindfield","","","New South Wales","2070","Australia","AU-NSW"
"7469360479","","10","Enterprise Avenue","","","","Western Australia","6037","Australia","AU-WA"
"7811082195","","44","Mills Street","Albert Park","","","Victoria","3206","Australia","AU-VIC"
"6143778897","Victoria Oral & Facial Surgeon","759","Nepean Highway","Brighton East","","","Victoria","3187","Australia","AU-VIC"
"7610732806","Bardon Smiles","","Macgregor Terrace","Bardon","Bardon","Greater Brisbane","Queensland","4065","Australia","AU-QLD"
"7176556381","","3","Billington Place","Emu Plains","","","New South Wales","2750","Australia","AU-NSW"
"6131916837","Rouse Street Meical Centre","357","Rouse Street","","","","New South Wales","2372","Australia","AU-NSW"
"4569825909","Guardian Pharmacy","","Sackville Street","","","","Victoria","3284","Australia","AU-VIC"
"7391451257","NAB","","Mattinglys Lane","North Melbourne","","","Victoria","3051","Australia","AU-VIC"
"1679317066","","","Hardie Road","Spencer Park","Collingwood Heights","","Western Australia","6330","Australia","AU-WA"
"5953175529","Yamba Community Health Centre","","Roberts Close","","","","New South Wales","2464","Australia","AU-NSW"
"762748351","Budget Fuel Harbord","","Harbord Road","Freshwater","","","New South Wales","2096","Australia","AU-NSW"
"460417562","Crows Nest Fire Station (036)","","Shirley Road","Crows Nest","","","New South Wales","2065","Australia","AU-NSW"
"6182440421","San Remo Pharmacy","","Marine Parade","","","","Victoria","3925","Australia","AU-VIC"
"5596206952","","1","King Arthur Boulevard","Bethania","Bethania","Greater Brisbane","Queensland","4205","Australia","AU-QLD"
"2097511362","Glenlyon Dental","41","Glenlyon Road","Brunswick","","","Victoria","3057","Australia","AU-VIC"
"7455670762","","115A","Nicholson Street","","","","Victoria","3875","Australia","AU-VIC"
"6698595366","","","Anzac Parade","Kingsford","","","New South Wales","2032","Australia","AU-NSW"
"3121614413","","168","Windsor Road","Winston Hills","","","New South Wales","2153","Australia","AU-NSW"
"4643404590","Doctors On Broadway","","Broadway","Reservoir","","","Victoria","3073","Australia","AU-VIC"
"7333723502","Bay Street Dental Group","136","Bay Street","Port Melbourne","","","Victoria","3207","Australia","AU-VIC"
"2382899360","","","Trainer Street","St Clair","","","South Australia","5011","Australia","AU-SA"
"1832749008","","22","Strangways Street","Curtin","","","","2605","Australia","AU-ACT"
"794939946","","","Palmdale Lane","Upper Mount Gravatt","Upper Mount Gravatt","Greater Brisbane","Queensland","4122","Australia","AU-QLD"
"4985916260","","90-94","Oxford Street","Bulimba","Bulimba","Greater Brisbane","Queensland","4171","Australia","AU-QLD"
"7745694119","","27","Carrara Street","Benowa","Benowa","","Queensland","4217","Australia","AU-QLD"
"6579597889","Queen Elizabeth II Jubilee Hospital","","Troughton Road","","Coopers Plains","Greater Brisbane","Queensland","4108","Australia","AU-QLD"
"3691432573","Ambassador's Pharmacy","32a","Rose Street","","","","Western Australia","6258","Australia","AU-WA"
"5070531022","Isis Primary Care","17","Warringa Crescent","Hoppers Crossing","","","Victoria","3029","Australia","AU-VIC"
"790667462","","","Roma Street","Brisbane City","Brisbane City","","Queensland","4004","Australia","AU-QLD"
"2338839354","Wallan Dental","97","Stanley Street","","","","Victoria","3756","Australia","AU-VIC"
"1832749015","","22","Strangways Street","Curtin","","","","2605","Australia","AU-ACT"
"1083043407","Goldsteins Bakery","","Reserve Road","Upper Coomera","","","Queensland","4210","Australia","AU-QLD"
"354758852","","","South Western Highway","","Balingup","","Western Australia","","Australia","AU-WA"
"2130313278","ProSmiles","109","Johnston Street","Collingwood","","","Victoria","3066","Australia","AU-VIC"
"3171220810","Walkerston GP Superclinic","","Peak Downs Highway","","Walkerston","","Queensland","4741","Australia","AU-QLD"
"2160505450","Capital Chemist","","Primmer Court","Kambah","","","","2902","Australia","AU-ACT"
"3390465541","Fairhills Medical Centre","","Kennedy Street","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"6780593425","Lowood Physio","","Railway Street","","Lowood","","Queensland","","Australia","AU-QLD"
"5809698054","Roseville Family Dentist","","Hill Street","Roseville","","","New South Wales","2069","Australia","AU-NSW"
"4263664636","","110","Mountain View Avenue","Miami","Miami","","Queensland","4220","Australia","AU-QLD"
"5591497468","","123","Station Street","Fairfield","","","Victoria","3078","Australia","AU-VIC"
"2689711347","Mandalay","","Hopkins Street","Footscray","","","Victoria","3011","Australia","AU-VIC"
"2633624558","Plevey's Pharmacy","154","Carp Street","","","","New South Wales","2550","Australia","AU-NSW"
"6951511587","","","Grey Street","Ringwood East","","","Victoria","3135","Australia","AU-VIC"
"4909728001","Discount Drug Store","","Ridge Street","","","","New South Wales","2448","Australia","AU-NSW"
"6115285077","","","Bunnerong Road","Hillsdale","","","New South Wales","2036","Australia","AU-NSW"
"2155577815","","305","High Street","Ashburton","","","Victoria","3147","Australia","AU-VIC"
"7462892405","Googong Family Practice","","Aprasia Avenue","","","","New South Wales","2620","Australia","AU-NSW"
"6373302498","","","Wells Avenue","Taylors Hill","","","Victoria","3037","Australia","AU-VIC"
"2763940587","","","Evans Avenue","Eastlakes","","","New South Wales","2018","Australia","AU-NSW"
"1444356596","","","William Street","Telarah","","","New South Wales","2320","Australia","AU-NSW"
"6905532048","Grace of India","","Woogaroo Street","Forest Lake","Forest Lake","Greater Brisbane","Queensland","4078","Australia","AU-QLD"
"3511255891","Physiocise","77","Penshurst Street","Willoughby","","","New South Wales","2068","Australia","AU-NSW"
"2494910851","Hogan's Pharmacy","","Prince Street","Bletchington","","","New South Wales","2800","Australia","AU-NSW"
"1060251269","","1A","Sager Place","East Ryde","","","New South Wales","2113","Australia","AU-NSW"
"5826201262","Health Save Rockdale Pharmacy","","Railway Street","Rockdale","","","New South Wales","2216","Australia","AU-NSW"
"929734253","Woodridge Denture Clinic","2","Ewing Road","Woodridge","Logan Central","Greater Brisbane","Queensland","4114","Australia","AU-QLD"
"620506499","Pharmasave","","High Street Road","Ashwood","","","Victoria","3125","Australia","AU-VIC"
"691192464","Bay Island Medical Service","","Alison Crescent","","Russell Island","Greater Brisbane","Queensland","","Australia","AU-QLD"
"619028533","Creative Medicine Compounding Pharmacy","86","Bay Street","Port Melbourne","","","Victoria","3207","Australia","AU-VIC"
"6475055828","","6-14","Castle Street","Castle Hill","","","New South Wales","2154","Australia","AU-NSW"
"3567523189","","","Burwood Highway","Wantirna South","","","Victoria","3152","Australia","AU-VIC"
"1432376911","","318","Bell Street","Heidelberg West","","","Victoria","3081","Australia","AU-VIC"
"1940769866","Chemist Warehouse","","George Town Road","Newnham","","","Tasmania","7248","Australia","AU-TAS"
"4507519426","Laverty Pathology","","Glebe Road","Adamstown","","","New South Wales","2289","Australia","AU-NSW"
"5149690856","","80","Hope Street","South Brisbane","South Brisbane","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
"6217630085","","","Longview Road","Windsor Gardens","","","South Australia","5087","Australia","AU-SA"
"2293120837","","","Arcade Lane","Adelaide","","","South Australia","5000","Australia","AU-SA"
"1586652657","Star Smiles Dental Centre","8","Magid Avenue","Wheelers Hill","","","Victoria","3150","Australia","AU-VIC"
"439974046","Dr. Len E. Yared Obstetrician and Gynecologist","643","Logan Road","Greenslopes","Greenslopes","Greater Brisbane","Queensland","4120","Australia","AU-QLD"
"7435922201","Royal Ryde Rehabilitation Centre","","Susan Schardt Way","Ryde","","","New South Wales","2112","Australia","AU-NSW"
"2075578866","","","Alma Street","","","","New South Wales","2388","Australia","AU-NSW"
"3084168254","Wynnum & Bayside Medical Practice","","Bride Street","Wynnum","Wynnum","Greater Brisbane","Queensland","4178","Australia","AU-QLD"
"5735216021","Cambridge Medical Practice","","Cambridge Street","West Leederville","","","Western Australia","6007","Australia","AU-WA"
"1304645906","Margaret River District Hospital","17","Farrelly Street","","","","Western Australia","6285","Australia","AU-WA"
"2382912379","Grosvenor Street General Practice","57","Grosvenor Street","Sandy Bay","","","Tasmania","7005","Australia","AU-TAS"
"2445279682","Seymour Street Medical & Dental Centre Ringwood","","Corporation Lane","Ringwood","","","Victoria","3134","Australia","AU-VIC"
"1340681574","Quirindi Hospital","","Hannaford Drive","","","","New South Wales","2343","Australia","AU-NSW"
"4312164982","Worongary Medical Centre","","50","","Worongary","","Queensland","4226","Australia","AU-QLD"
"5205344323","Discount Drug Store","","Thongon Street","","Kuranda","","Queensland","4881","Australia","AU-QLD"
"7715017189","Milingimbi Health Centre","","","","Milingimbi","","","","Australia","AU-NT"
"6147071143","Priceline Pharmacy","","Nickson Street","Bundoora","","","Victoria","3083","Australia","AU-VIC"
"6961333900","","","Felstead Vista","Denman Prospect","","","","2611","Australia","AU-ACT"
"4054227525","Family Dentist","","Kingsclere Avenue","Noble Park","","","Victoria","3173","Australia","AU-VIC"
"5434235530","","23","Auburn Road","Auburn","","","New South Wales","2144","Australia","AU-NSW"
"5152964922","","","Doncaster Road","Balwyn North","","","Victoria","3105","Australia","AU-VIC"
"6217626086","","","Longview Road","Windsor Gardens","","","South Australia","5087","Australia","AU-SA"
"6964775964","Denison Practice","53","Denison Street","Hamilton East","","","New South Wales","2303","Australia","AU-NSW"
"7671836949","Wallerawang Advantage Pharmacy","","Main Street","Wallerawang","","","New South Wales","2845","Australia","AU-NSW"
"2365229921","Newtown Medical Practice","327","King Street","Newtown","","","New South Wales","2042","Australia","AU-NSW"
"1021358708","","81","Glen Eira Road","Ripponlea","","","Victoria","3185","Australia","AU-VIC"
"1124211645","","","Nerang - Broadbeach Road","","Carrara","","Queensland","4218","Australia","AU-QLD"
"5610439528","Surry Hills Pharmacy","","Crown Street","Surry Hills","","","New South Wales","2010","Australia","AU-NSW"
"2291365021","Caloundra Hospital","","West Terrace","","Caloundra","","Queensland","4551","Australia","AU-QLD"
"5245194566","","","Allandale Entrance","Mermaid Waters","Mermaid Waters","","Queensland","4218","Australia","AU-QLD"
"7659937014","","1A","Turner Road","Berowra Heights","","","New South Wales","2082","Australia","AU-NSW"
"5152964923","Family Doctor","","Ascot Street","Doncaster East","","","Victoria","3109","Australia","AU-VIC"
"1590558519","","","Walter Road West","Dianella","","","Western Australia","6052","Australia","AU-WA"
"6893902390","Star Pharmacy","","High Street","Kew","","","Victoria","3101","Australia","AU-VIC"
"4805049086","Griffin Medical Centre","","Brays Road","Griffin","Griffin","Greater Brisbane","Queensland","4509","Australia","AU-QLD"
"2423636508","","","Bruce Highway","Ooralea","Ooralea","","Queensland","","Australia","AU-QLD"
"2302362868","","","High Street","","","","New South Wales","2675","Australia","AU-NSW"
"1436332009","","3","Thaxted Parade","Wantirna","","","Victoria","3152","Australia","AU-VIC"
"6709077160","","37","Coulson Street","","Blackbutt","","Queensland","4314","Australia","AU-QLD"
"5281078698","","1142","Gold Coast Highway","Palm Beach","Palm Beach","","Queensland","4221","Australia","AU-QLD"
"4294010020","Chinese Medicine","","Grantham Street","Brunswick West","","","Victoria","3055","Australia","AU-VIC"
"2535972375","","","Fitzroy Street","St Kilda","","","Victoria","3182","Australia","AU-VIC"
"6640230121","","","Boronia Road Service Road","Boronia","","","Victoria","3155","Australia","AU-VIC"
"938118381","Advantage Pharmacy","","Glen Road","Ourimbah","","","New South Wales","2258","Australia","AU-NSW"
"674022214","North Eastern Community","","Heading Avenue","Campbelltown City Council","","","South Australia","5074","Australia","AU-SA"
"2769351374","Community Health Care","","Bell Place","","Glenden","","Queensland","4743","Australia","AU-QLD"
"4008774428","Cooee Retirement Village","","Grevillia Place","","","","New South Wales","2827","Australia","AU-NSW"
"2475151588","Mackie Road Clinic","82","Mackie Road","Bentleigh East","","","Victoria","3165","Australia","AU-VIC"
"6938593160","Katoomba Medical Practice","","Penny Lane","","","","New South Wales","2780","Australia","AU-NSW"
"4507517850","Robert Salmon Dental Prosthetist","","Brunker Road","Adamstown","","","New South Wales","2289","Australia","AU-NSW"
"5457998481","","","Main Street","","Lowood","","Queensland","4311","Australia","AU-QLD"
"6738140588","Ralph's Chemist","","Dumaresq Street","","","","New South Wales","2560","Australia","AU-NSW"
"4999153365","","850","Port Road","Woodville South","","","South Australia","5011","Australia","AU-SA"
"1618953591","","","Mountain View Road","Briar Hill","","","Victoria","3088","Australia","AU-VIC"
"2483265376","Discount Chemist","","Quebec Street","Port Adelaide","","","South Australia","5015","Australia","AU-SA"
"5703492726","","","Park Street","West Gladstone","West Gladstone","","Queensland","4680","Australia","AU-QLD"
"1037195000","","","Railway Parade","Lithgow","","","New South Wales","2790","Australia","AU-NSW"
"3045013034","Federation Clinic","1","Forde Court","West Wodonga","West Wodonga","","Victoria","3690","Australia","AU-VIC"
"5338209231","","","Spring Street","Bondi Junction","","","New South Wales","2022","Australia","AU-NSW"
"2119308067","Island Pharmacy and News","","Gaze Road","","Christmas Island","","","6798","Australia",""
"7844965971","","100","Redfern Street","Redfern","","","New South Wales","2016","Australia","AU-NSW"
"3615236918","Nicolaides Pathology","","Maryborough Street","Bundaberg Central","Bundaberg Central","","Queensland","4670","Australia","AU-QLD"
"2525009208","Modbury Medical Centre","","North East Road","","","","South Australia","5092","Australia","AU-SA"
"450676528","","","Dohles Rocks Road","Murrumba Downs","Murrumba Downs","Greater Brisbane","Queensland","4502","Australia","AU-QLD"
"4313811307","Guardian Pharmacy","","Sesame Lane","","Wodonga","","Victoria","3690","Australia","AU-VIC"
"1344388240","Wilcannia Hospital","","Ross Street","","","","New South Wales","2836","Australia","AU-NSW"
"7294309576","Eskbank Surgery","31","Eskbank Street","Lithgow","","","New South Wales","2790","Australia","AU-NSW"
"2604239945","The Gap Dental Practice","","Glenaffric Street","The Gap","The Gap","Greater Brisbane","Queensland","4061","Australia","AU-QLD"
"5597154221","","39","George Street","Norwood","","","South Australia","5067","Australia","AU-SA"
"5795788907","Green Square Medical Practice","3","Defries Avenue","Zetland","","","New South Wales","2017","Australia","AU-NSW"
"1585160836","Doctors Surgery","","Mount Warren Boulevard","Mount Warren Park","Mount Warren Park","Greater Brisbane","Queensland","4207","Australia","AU-QLD"
"3574124704","Knoxfield Medical Centre","","Riddell Road","Wantirna South","","","Victoria","3180","Australia","AU-VIC"
"858012251","Berkeley Medical Center","","Moggill Road","Kenmore","Kenmore","Greater Brisbane","Queensland","4069","Australia","AU-QLD"
"4547364437","","178","Nerang Street","Southport","","","Queensland","4215","Australia","AU-QLD"
"6273315309","MedicAid Medical and Accident Centre","265","Ryrie Street","","","","Victoria","3220","Australia","AU-VIC"
"613315007","","","Bourke Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
"2681854538","","","Military Road","Avondale Heights","","","Victoria","3034","Australia","AU-VIC"
"512261351","","","Tusmore Avenue","Leabrook","","","South Australia","5068","Australia","AU-SA"
"1565061469","","","Lowe Street","Melrose Park","","","South Australia","5039","Australia","AU-SA"
"6939021298","Dental Surgery","351","Sydney Road","Coburg","","","Victoria","3058","Australia","AU-VIC"
"2429996756","Dubbo Community Health Centre","","Cobra Street","","","","New South Wales","2830","Australia","AU-NSW"
"5150706934","Family Chiro","","Jeffrey Street","Templestowe Lower","","","Victoria","3107","Australia","AU-VIC"
"610743234","Glen Waverley Pharmacy","","Coleman Parade","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
"2281881349","","","Port Road","Woodville South","","","South Australia","5011","Australia","AU-SA"
"5408654822","Medical Clinic","","Sydney Road","Brunswick","","","Victoria","3056","Australia","AU-VIC"
"6649398311","","115-117","Buckley Road","","Burpengary East","Greater Brisbane","Queensland","4505","Australia","AU-QLD"
"5674121290","Medipharmacy Discount Chemist","407","High Street","Preston","","","Victoria","3072","Australia","AU-VIC"
"2293572867","","","Jamison Centre","Macquarie","","","","2614","Australia","AU-ACT"
"5055552327","Lyndal Pharmacy","","Curtin Crescent","Dandenong North","","","Victoria","3174","Australia","AU-VIC"
"5841504496","","","Holt Street","Stanmore","","","New South Wales","2048","Australia","AU-NSW"
"2943517160","Lynwood Medical and Dental","","Nicholson Road","Lynwood","","","Western Australia","6147","Australia","AU-WA"
"2406002086","Northend Medical Centre","","Childs Road","Epping","","","Victoria","3075","Australia","AU-VIC"
"4263664418","","110","Mountain View Avenue","Miami","Miami","","Queensland","4220","Australia","AU-QLD"
"5936035341","","","Central Park Avenue","Craigieburn","","","Victoria","3064","Australia","AU-VIC"
"4128123767","St Stephen's Medical Centre","166","John Street","","","","Queensland","4650","Australia","AU-QLD"
"98656604","Figtree Private Hospital","","Suttor Place","Figtree","","","New South Wales","2525","Australia","AU-NSW"
"7041170812","TerryWhite Chemmart","","East Mall","Rutherford","","","New South Wales","2320","Australia","AU-NSW"
"1928804292","Mersey Pharmacy","","Wright Street","East Devonport","","","Tasmania","7310","Australia","AU-TAS"
"5319369472","Stepping Out Podiatry","","Landsborough-Maleny Road","","Landsborough","","Queensland","4550","Australia","AU-QLD"
"2305839638","Harden Pharmacy","","Neill Street","Murrumburrah","","","New South Wales","2587","Australia","AU-NSW"
"3450558021","","","Henry Street","Penrith","","","New South Wales","2750","Australia","AU-NSW"
"6175832014","","","Anne Street","Findon","","","South Australia","5023","Australia","AU-SA"
"5279252492","","","Tina Drive","","","","South Australia","5092","Australia","AU-SA"
"4886831320","Kalwun Health Service","2020","Gold Coast Highway","Miami","Miami","","Queensland","4220","Australia","AU-QLD"
"619100199","Schneier Pharmacy","113","Elgin Street","Carlton","","","Victoria","3053","Australia","AU-VIC"
"6512866586","Dalvallinu Pharmacy","25","Johnston Street","","","","Western Australia","6609","Australia","AU-WA"
"4225187047","","","Spring Street","Bondi Junction","","","New South Wales","2022","Australia","AU-NSW"
"4228128894","The Luddenham Medical Centre","","Wilmington Road","","","","New South Wales","2745","Australia","AU-NSW"
"6734688485","","175","Liverpool Street","Darlinghurst","","","New South Wales","2010","Australia","AU-NSW"
"5468520434","Karen Carter Chemist","","Conadilly Street","","","","New South Wales","2380","Australia","AU-NSW"
"2366696143","","124-126","Hopkins Street","Footscray","","","Victoria","3011","Australia","AU-VIC"
"5315383112","The Compounding Pharmacy","","Hamilton Place","Bowen Hills","Bowen Hills","Greater Brisbane","Queensland","4006","Australia","AU-QLD"
"5980632077","","1-3","Princess Street","St Albans","","","Victoria","3021","Australia","AU-VIC"
"446876067","Thompson and Sons' Bakery","","Maitland Road","Mayfield West","","","New South Wales","2304","Australia","AU-NSW"
"7130873251","Amcal Pharmacy","","Percy Street","","","","Victoria","3305","Australia","AU-VIC"
"6001670439","","","Belmore Road","Randwick","","","New South Wales","2031","Australia","AU-NSW"
"3755297581","Good Price Pharmacy Warehouse","","High Country Rail Trail","","Wodonga","","Victoria","3690","Australia","AU-VIC"
"2968306063","Mackay Police Station","","Brisbane Street","","Mackay","","Queensland","4740","Australia","AU-QLD"
"6433467685","Blooms","","Argyle Street","","","","New South Wales","2570","Australia","AU-NSW"
"2320134775","Family Medical Practice","","Railway Parade","Mortdale","","","New South Wales","2223","Australia","AU-NSW"
